edad_agrup,n_edu,sexo,localidad,af,cfk,fe,mm,hrl,fm,jm,lc,tf,afi,vc,fa,ms,fas,ds
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Laferrere,Positiva,Positiva,Regular positiva,Muy negativa,Regular positiva,No lo conozco,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Negativa
55 años o más,Terciario COMPLETO,Hombre,Ramos Mejía,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Positiva,Regular positiva,Negativa,No lo conozco,Muy positiva,Positiva,Regular positiva,Positiva,No lo conozco,No lo conozco,Muy negativa
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Ciudad Evita,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Muy positiva,Positiva,Negativa,No lo conozco,Positiva,Positiva,Regular positiva,No la conozco,Regular positiva,No lo conozco,Muy negativa
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Laferrere,Muy positiva,Positiva,Regular positiva,Muy negativa,Muy negativa,Regular negativa,Muy negativa,No lo conozco,No lo conozco,Regular positiva,Muy negativa,Negativa,Negativa,Negativa,Regular negativa
55 años o más,Primaria COMPLETA,Mujer,Laferrere,Regular negativa,Negativa,Positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,No lo conozco
Entre 16 y 24 años,Secundaria COMPLETA,Mujer,Laferrere,Positiva,Positiva,Regular positiva,Muy negativa,No lo conozco,No lo conozco,Regular negativa,No lo conozco,No lo conozco,No lo conozco,No la conozco,No la conozco,No lo conozco,No lo conozco,Regular positiva
Entre 35 y 54 años,Primaria COMPLETA,Hombre,Rafael Castillo,Positiva,Muy positiva,Positiva,Muy negativa,Muy negativa,Negativa,Muy negativa,No lo conozco,Negativa,No lo conozco,Muy negativa,Regular positiva,Negativa,Regular positiva,Positiva
Entre 25 y 34 años,Terciario COMPLETO,Mujer,Isidro Casanova,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Muy positiva,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No la conozco,No la conozco,No lo conozco,No lo conozco,Muy negativa
Entre 35 y 54 años,Universitario INCOMPLETO,Hombre,Ramos Mejía,Regular negativa,Positiva,Negativa,Negativa,Positiva,Positiva,Regular positiva,No lo conozco,Regular positiva,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Negativa
Entre 16 y 24 años,Secundaria COMPLETA,Mujer,Laferrere,Muy positiva,Muy positiva,Regular positiva,Muy negativa,Regular positiva,Regular positiva,Positiva,No lo conozco,Positiva,Positiva,Regular negativa,Positiva,No lo conozco,No lo conozco,Regular positiva
Entre 35 y 54 años,Universitario INCOMPLETO,Hombre,Ramos Mejía,Regular positiva,Positiva,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,Muy negativa,No lo conozco,No lo conozco,Regular negativa
Entre 35 y 54 años,Secundaria INCOMPLETA,Hombre,Villa Madero,Muy negativa,Muy negativa,Muy negativa,Negativa,Muy positiva,Positiva,Regular positiva,No lo conozco,Negativa,No lo conozco,Regular negativa,Regular positiva,Regular negativa,Regular negativa,Muy negativa
Entre 35 y 54 años,Terciario COMPLETO,Mujer,Villa Luzuriaga,Regular negativa,Negativa,Muy negativa,Regular negativa,Regular positiva,Positiva,Muy negativa,No lo conozco,No lo conozco,Regular negativa,Regular negativa,No la conozco,No lo conozco,No lo conozco,Regular negativa
Entre 35 y 54 años,Terciario INCOMPLETO,Mujer,San Justo,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Muy negativa,Positiva,Muy positiva,No lo conozco,Regular negativa,Positiva,Regular positiva,Positiva,No lo conozco,No lo conozco,Muy negativa
Entre 35 y 54 años,Primaria COMPLETA,Hombre,Laferrere,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Muy negativa
55 años o más,Universitario COMPLETO,Mujer,Villa Luzuriaga,Negativa,Muy negativa,Negativa,Regular positiva,Regular positiva,Muy positiva,Regular positiva,No lo conozco,Negativa,No lo conozco,Positiva,No la conozco,No lo conozco,Negativa,Negativa
55 años o más,Universitario INCOMPLETO,Hombre,Ciudad Evita,Positiva,Muy positiva,Regular positiva,Muy negativa,Muy negativa,Positiva,Muy negativa,No lo conozco,No lo conozco,Muy negativa,Muy negativa,No la conozco,Negativa,No lo conozco,Muy positiva
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Rafael Castillo,Regular positiva,Muy positiva,Regular negativa,Muy negativa,Negativa,Negativa,Negativa,No lo conozco,Regular positiva,Muy negativa,Muy negativa,Regular negativa,No lo conozco,No lo conozco,Regular positiva
Entre 25 y 34 años,Universitario COMPLETO,Hombre,Ramos Mejía,Regular positiva,Muy positiva,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,No lo conozco,Muy positiva
Entre 35 y 54 años,Terciario INCOMPLETO,Mujer,González Catán,Muy negativa,Muy negativa,Muy negativa,Positiva,Positiva,Positiva,Positiva,No lo conozco,Regular negativa,Negativa,Regular positiva,Regular negativa,Regular positiva,No lo conozco,Negativa
Entre 25 y 34 años,Universitario INCOMPLETO,Hombre,Ramos Mejía,Regular positiva,Positiva,Regular positiva,Negativa,Negativa,Negativa,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Regular positiva
Entre 25 y 34 años,Terciario COMPLETO,Hombre,González Catán,Regular positiva,Muy positiva,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,Regular positiva
55 años o más,Terciario COMPLETO,Mujer,Ramos Mejía,Regular negativa,Regular positiva,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,Regular positiva
55 años o más,Secundaria INCOMPLETA,Mujer,La Tablada,Regular positiva,Positiva,Regular positiva,Regular positiva,Regular positiva,Regular positiva,Regular positiva,No lo conozco,No lo conozco,No lo conozco,Positiva,No la conozco,Positiva,No lo conozco,Regular positiva
Entre 25 y 34 años,Universitario INCOMPLETO,Mujer,Lomas del Mirador,Negativa,Muy positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,No lo conozco,No la conozco,No la conozco,No lo conozco,No lo conozco,Negativa
Entre 25 y 34 años,Secundaria COMPLETA,Mujer,Virrey del Pino,Muy negativa,Muy negativa,Muy negativa,No lo conozco,Muy negativa,No lo conozco,Positiva,No lo conozco,No lo conozco,No lo conozco,No la conozco,No la conozco,No lo conozco,No lo conozco,No lo conozco
Entre 35 y 54 años,Terciario COMPLETO,Mujer,Isidro Casanova,Regular positiva,Regular negativa,Regular negativa,Regular negativa,Regular positiva,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,Regular positiva,Regular negativa,No lo conozco,No lo conozco,Regular negativa
Entre 35 y 54 años,Posgrado y más,Hombre,Isidro Casanova,Regular positiva,Positiva,Regular negativa,Muy negativa,Muy negativa,Regular negativa,Muy negativa,No lo conozco,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,No lo conozco,Regular positiva
Entre 35 y 54 años,Universitario INCOMPLETO,Hombre,Laferrere,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Muy positiva,No lo conozco,Muy positiva,No lo conozco,No lo conozco,No lo conozco,Regular positiva,Muy negativa,Regular positiva,No lo conozco,Regular negativa
Entre 25 y 34 años,Secundaria INCOMPLETA,Mujer,La Tablada,Regular negativa,Muy negativa,Regular negativa,Regular negativa,Regular positiva,No lo conozco,Regular negativa,No lo conozco,No lo conozco,Regular positiva,Regular negativa,Regular negativa,Regular positiva,No lo conozco,Regular positiva
Entre 35 y 54 años,Secundaria INCOMPLETA,Mujer,Isidro Casanova,Regular positiva,Regular positiva,Regular positiva,Regular positiva,Regular positiva,Regular positiva,No lo conozco,No lo conozco,No lo conozco,No lo conozco,Negativa,No la conozco,Regular positiva,No lo conozco,Regular positiva
Entre 25 y 34 años,Universitario INCOMPLETO,Hombre,Isidro Casanova,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Negativa,Negativa,No lo conozco,Negativa,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Negativa
Entre 16 y 24 años,Universitario INCOMPLETO,Mujer,Villa Madero,Regular positiva,Positiva,Muy negativa,Muy negativa,Muy negativa,Negativa,Muy negativa,No lo conozco,No lo conozco,Negativa,Muy negativa,No la conozco,Regular negativa,No lo conozco,Regular negativa
Entre 35 y 54 años,Secundaria INCOMPLETA,Hombre,Villa Luzuriaga,Positiva,Positiva,Regular positiva,Muy negativa,Negativa,No lo conozco,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,Regular positiva,No lo conozco,No lo conozco,Negativa
Entre 35 y 54 años,Universitario COMPLETO,Mujer,Lomas del Mirador,Positiva,Negativa,Negativa,Muy negativa,Positiva,No lo conozco,No lo conozco,No lo conozco,No lo conozco,Negativa,Negativa,No la conozco,Regular positiva,No lo conozco,Regular positiva
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Villa Madero,Muy negativa,Muy negativa,Negativa,Negativa,Positiva,Positiva,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,Negativa,Positiva,No lo conozco,Muy negativa
Entre 25 y 34 años,Secundaria COMPLETA,Hombre,Lomas del Mirador,Regular negativa,Regular positiva,Regular positiva,Regular negativa,Regular negativa,Regular negativa,No lo conozco,No lo conozco,No lo conozco,No lo conozco,Negativa,Regular positiva,No lo conozco,No lo conozco,Muy negativa
Entre 35 y 54 años,Primaria COMPLETA,Mujer,Laferrere,Muy positiva,Muy positiva,Regular positiva,Muy negativa,Regular positiva,Regular positiva,No lo conozco,No lo conozco,Muy positiva,Regular positiva,Positiva,Regular positiva,Positiva,No lo conozco,Positiva
55 años o más,Secundaria COMPLETA,Mujer,Lomas del Mirador,Muy negativa,Muy negativa,Muy negativa,Positiva,Muy negativa,Muy negativa,Muy positiva,No lo conozco,No lo conozco,No lo conozco,Muy positiva,No la conozco,No lo conozco,Negativa,Muy negativa
55 años o más,Terciario COMPLETO,Hombre,San Justo,Negativa,Muy negativa,Muy negativa,Regular positiva,Muy positiva,Muy positiva,Negativa,No lo conozco,Regular positiva,Positiva,Negativa,Regular positiva,Regular negativa,Negativa,Negativa
55 años o más,Terciario COMPLETO,Mujer,Ciudad Evita,Muy negativa,Muy negativa,Muy negativa,Muy positiva,Regular positiva,Regular positiva,Muy negativa,No lo conozco,Muy positiva,Muy positiva,Muy positiva,Muy positiva,Regular positiva,No lo conozco,Muy negativa
Entre 35 y 54 años,Terciario INCOMPLETO,Mujer,San Justo,Regular positiva,Muy positiva,Regular positiva,Muy negativa,Muy negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,Muy negativa,No lo conozco,Muy negativa,Regular positiva
Entre 35 y 54 años,Universitario INCOMPLETO,Mujer,Ramos Mejía,Regular negativa,Negativa,Negativa,Negativa,Regular positiva,Positiva,Negativa,No lo conozco,Negativa,No lo conozco,Negativa,Regular positiva,No lo conozco,No lo conozco,Regular negativa
55 años o más,Secundaria INCOMPLETA,Mujer,20 de Junio,Negativa,Muy positiva,Positiva,Muy negativa,Positiva,No lo conozco,Regular negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Positiva
Entre 35 y 54 años,Secundaria INCOMPLETA,Hombre,Ciudad Evita,Regular positiva,Positiva,Regular positiva,Muy negativa,Regular positiva,No lo conozco,Regular negativa,No lo conozco,No lo conozco,No lo conozco,Negativa,No la conozco,No lo conozco,No lo conozco,Regular positiva
55 años o más,Secundaria COMPLETA,Hombre,Lomas del Mirador,Muy negativa,Muy negativa,Muy negativa,Regular positiva,Regular positiva,Muy positiva,Positiva,No lo conozco,Positiva,Regular positiva,Positiva,Positiva,No lo conozco,No lo conozco,Negativa
Entre 25 y 34 años,Universitario INCOMPLETO,Mujer,Lomas del Mirador,Regular negativa,Muy negativa,Muy negativa,Regular negativa,Regular positiva,No lo conozco,Regular negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Muy negativa
Entre 35 y 54 años,Secundaria COMPLETA,Hombre,Lomas del Mirador,Regular negativa,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Regular negativa,No lo conozco,Regular negativa,Negativa,Regular negativa,No la conozco,No lo conozco,No lo conozco,Regular negativa
Entre 25 y 34 años,Terciario COMPLETO,Mujer,Villa Madero,Muy negativa,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Muy negativa,Muy negativa,No lo conozco,No lo conozco,Regular negativa,Regular negativa,No la conozco,Regular negativa,No lo conozco,Muy negativa
Entre 25 y 34 años,Secundaria COMPLETA,Mujer,Virrey del Pino,Negativa,Regular positiva,Muy negativa,Muy negativa,Muy negativa,No lo conozco,Negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,Regular positiva,No lo conozco,Negativa
Entre 25 y 34 años,Secundaria COMPLETA,Mujer,Virrey del Pino,Regular positiva,Muy positiva,Regular negativa,Negativa,Negativa,No lo conozco,Regular positiva,No lo conozco,No lo conozco,No lo conozco,Negativa,No la conozco,No lo conozco,No lo conozco,Regular positiva
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Rafael Castillo,Regular positiva,Muy positiva,Regular negativa,Negativa,Regular positiva,Regular negativa,Regular negativa,No lo conozco,No lo conozco,No lo conozco,Negativa,Regular negativa,No lo conozco,No lo conozco,Negativa
Entre 35 y 54 años,Universitario INCOMPLETO,Hombre,Lomas del Mirador,Muy negativa,Muy negativa,Muy negativa,Positiva,Muy positiva,Regular negativa,Negativa,No lo conozco,Positiva,Positiva,Positiva,Muy positiva,Negativa,No lo conozco,Muy negativa
Entre 35 y 54 años,Terciario COMPLETO,Mujer,San Justo,Negativa,Muy negativa,Muy negativa,Negativa,Regular negativa,Positiva,Negativa,No lo conozco,Regular negativa,Negativa,Regular negativa,Regular positiva,Regular positiva,No lo conozco,Negativa
Entre 35 y 54 años,Terciario COMPLETO,Mujer,Villa Luzuriaga,Regular positiva,Negativa,Regular negativa,Negativa,Regular negativa,No lo conozco,Regular negativa,No lo conozco,Regular negativa,No lo conozco,Negativa,No la conozco,No lo conozco,No lo conozco,Regular positiva
Entre 25 y 34 años,Terciario COMPLETO,Mujer,González Catán,Muy positiva,Muy positiva,Muy positiva,Regular negativa,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,Regular negativa,Positiva,Positiva,No lo conozco,Positiva
55 años o más,Terciario COMPLETO,Mujer,Aldo Bonzi,Negativa,Muy negativa,Muy negativa,Negativa,Muy positiva,Positiva,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Muy negativa
Entre 35 y 54 años,Secundaria INCOMPLETA,Mujer,Isidro Casanova,No lo conozco,Muy negativa,Muy negativa,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No la conozco,No la conozco,No lo conozco,No lo conozco,Muy negativa
Entre 35 y 54 años,Terciario COMPLETO,Mujer,San Justo,Negativa,Regular negativa,Positiva,Positiva,Positiva,Muy positiva,Muy positiva,No lo conozco,No lo conozco,Regular positiva,Muy positiva,Positiva,Regular positiva,Regular negativa,Negativa
Entre 35 y 54 años,Secundaria COMPLETA,Mujer,Villa Luzuriaga,Positiva,Regular negativa,Regular positiva,Negativa,Negativa,No lo conozco,Negativa,No lo conozco,No lo conozco,Negativa,Negativa,No la conozco,No lo conozco,No lo conozco,Negativa
Entre 25 y 34 años,Universitario COMPLETO,Mujer,González Catán,Regular positiva,Positiva,Muy negativa,Muy negativa,Muy negativa,Regular negativa,Muy negativa,No lo conozco,Muy negativa,Regular positiva,Muy negativa,Regular positiva,Negativa,Negativa,Muy negativa
55 años o más,Secundaria INCOMPLETA,Hombre,San Justo,Positiva,Positiva,Regular positiva,Muy negativa,Muy negativa,Regular positiva,Muy negativa,No lo conozco,Negativa,No lo conozco,Muy negativa,Muy negativa,Regular negativa,No lo conozco,Regular positiva
55 años o más,Universitario INCOMPLETO,Mujer,La Tablada,Muy negativa,Muy negativa,Muy negativa,Negativa,Regular positiva,No lo conozco,No lo conozco,No lo conozco,Negativa,No lo conozco,No la conozco,No la conozco,Negativa,Negativa,Muy negativa
Entre 25 y 34 años,Terciario INCOMPLETO,Mujer,González Catán,Muy positiva,Muy positiva,Muy negativa,Muy negativa,Negativa,Regular negativa,Muy negativa,No lo conozco,No lo conozco,Regular negativa,Muy negativa,No la conozco,Regular negativa,No lo conozco,Muy negativa
55 años o más,Secundaria COMPLETA,Mujer,Villa Luzuriaga,Regular positiva,Muy positiva,Regular positiva,Muy negativa,Negativa,Regular positiva,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Regular positiva
55 años o más,Secundaria INCOMPLETA,Hombre,Laferrere,Negativa,Negativa,Regular negativa,Positiva,Positiva,Regular positiva,Positiva,No lo conozco,Positiva,Muy positiva,Positiva,Muy positiva,Regular positiva,No lo conozco,Regular positiva
Entre 35 y 54 años,Terciario INCOMPLETO,Mujer,Aldo Bonzi,Muy negativa,Muy negativa,Negativa,Regular negativa,Regular positiva,Muy positiva,Positiva,No lo conozco,No lo conozco,No lo conozco,Muy positiva,No la conozco,Positiva,No lo conozco,Regular negativa
Entre 25 y 34 años,Universitario INCOMPLETO,Hombre,Villa Luzuriaga,Regular positiva,Regular negativa,Negativa,Regular negativa,Regular positiva,No lo conozco,Muy negativa,No lo conozco,No lo conozco,No lo conozco,Muy negativa,No la conozco,No lo conozco,No lo conozco,Regular negativa
Entre 16 y 24 años,Secundaria COMPLETA,Hombre,González Catán,Muy negativa,Muy negativa,Negativa,Regular positiva,Regular negativa,Regular negativa,Positiva,No lo conozco,No lo conozco,No lo conozco,Muy negativa,Muy negativa,No lo conozco,No lo conozco,Regular negativa
